time,fir,signal
0,5.84080786597701e-05,0
2.0000100001e-05,7.05711208873688e-05,8.99811106675362
4.0000200002e-05,8.11651481534172e-05,12.9691491565238
6.0000300003e-05,8.99380385558947e-05,11.6839448790897
8.0000400004e-05,9.66713079942466e-05,8.84499756916496
0.000100000500005,0.000101184641594146,7.2082949690334
0.000120000600006,0.000103339957228905,6.15685276592072
0.000140000700007,0.00010304493297579,4.25398745444311
0.000160000800008,0.000100255926567364,2.34713204004919
0.000180000900009,9.49802119631387e-05,2.43736138020362
0.00020000100001,8.72774567097618e-05,4.01058202836775
0.000220001100011,7.72603643995226e-05,3.53116310961317
0.000240001200012,6.50944098513148e-05,-1.45454411362236
0.000260001300013,5.09966011206907e-05,-8.80625569174278
0.000280001400014,3.52332124825109e-05,-13.7334240872569
0.000300001500015,1.81164463710399e-05,-13.9362204922547
0.000320001600016,-1.72976701523192e-19,-11.4371159572691
0.000340001700017,-1.87264660646066e-05,-9.06622115033944
0.000360001800018,-3.76439350124385e-05,-6.67666539611255
0.000380001900019,-5.63116660324029e-05,-2.23452104960692
0.00040000200002,-7.42757705264485e-05,4.03969188591897
0.000420002100021,-9.10786188821432e-05,8.63225357305337
0.000440002200022,-0.00010626893149096,8.6562940062482
0.000460002300023,-0.000119412375238213,5.59862550457559
0.000480002400024,-0.000130102455860892,3.75356142080699
0.000500002500025,-0.000137971468616708,5.2450575489066
0.000520002600026,-0.000142701245889068,8.01658291407259
0.000540002700027,-0.000144033421892154,9.0345492109201
0.000560002800028,-0.000141778922679625,7.99157611284509
0.000580002900029,-0.000135826385212738,6.55559106290295
0.00060000300003,-0.00012614921314699,4.80323279812687
0.000620003100031,-0.000112810989872261,0.530433500574877
0.000640003200032,-9.59689915574748e-05,-7.0964227889319
0.000660003300033,-7.58755745909541e-05,-14.6661793729044
0.000680003400034,-5.28772526496445e-05,-17.0821599594474
0.000700003500035,-2.74113281332113e-05,-12.99544962223
0.000720003600036,8.79348539987858e-19,-6.3601238851173
0.000740003700037,2.87580660354853e-05,-2.07789334720206
0.000760003800038,5.81986499106448e-05,-1.15214840299228
0.000780003900039,8.76052447078733e-05,-1.05592290781112
0.00080000400004,0.000116224477771494,0.0391713972351186
0.000820004100041,0.000143283410729938,1.2624407687036
0.000840004200042,0.000168008373384347,1.57629779210243
0.000860004300043,0.000189644921347486,2.46417917780448
0.000880004400044001,0.000207478449771145,6.26838564731906
0.000900004500045,0.000220854947683521,12.1957770407757
0.000920004600046,0.000229201341403135,15.8627334855056
0.000940004700047,0.000232044852998455,13.7634891207199
0.000960004800048,0.000229030792311685,7.23150621327062
0.000980004900049,0.000219938209782237,0.792913805152264
0.00100000500005,0.000204692862888029,-2.93957503913969
0.001020005100051,0.000183376991702232,-5.27633543676981
0.001040005200052,0.000156235458572688,-8.19002402064492
