Amplitude,Frequency
-7.5754
-10.1794
-12.3702
-13.7166
-13.8779
-12.7539
-10.5621
-7.80549
-5.136
-3.15863
-2.24383
-2.41569
-3.35595
-4.52246
-5.33872
-5.38616
-4.53045
-2.93893
-0.987285
0.904638
2.44254
3.5665
4.45735
5.43948
6.81952
8.72554
11.012
13.2706
14.9467
15.5207
14.6878
12.4705
9.22071
5.51248
1.96285
-0.952373
-3.02255
-4.32365
-5.13482
-5.78767
-6.5105
-7.33032
-8.07107
-8.44735
-8.21432
-7.31045
-5.93164
-4.50078
-3.53737
-3.47197
-4.47346
-6.3557
-8.60267
-10.5088
-11.3893
-10.7889
-8.61837
-5.1727
-1.0287
3.13895
6.75603
9.49205
11.3028
12.3661
12.9446
13.2371
13.2801
12.9389
11.9914
10.2655
7.77172
4.7702
1.73792
-0.76014
-2.25191
-2.52551
-1.7186
-0.292393
1.10515
1.84185
1.49958
-0.000742922
-2.38995
-5.15768
-7.73412
-9.67873
-10.8074
-11.2145
-11.1866
-11.0473
-10.9959
-11.0062
-10.8264
-10.08
-8.43047
-5.74214
-2.17617
1.82098
5.63487
8.6659
10.5118
11.0838
10.6146
9.55805
8.41889
7.57766
7.17531
7.09849
7.06647
6.7812
6.07774
5.01273
3.85328
2.96887
2.66776
3.04342
3.89444
4.75528
5.03345
4.20784
2.01836
-1.4221
-5.63538
-9.90534
-13.4814
-15.7886
-16.574
-15.9412
-14.2696
-12.0543
-9.72936
-7.54174
-5.5186
-3.53253
-1.43055
0.832652
3.11706
5.11192
6.44055
6.81547
6.18123
4.78384
3.13214
1.85679
1.51237
2.39171
4.41949
7.16505
9.97189
12.1595
13.2272
12.9899
11.6017
9.46329
7.05427
4.75519
2.72672
0.889566
-0.992092
-3.1609
-5.71346
-8.50816
-11.1735
-13.2169
-14.1945
-13.8774
-12.3499
-10
-7.40388
-5.14369
-3.62562
-2.96346
-2.96865
-3.24754
-3.36635
-3.01944
-2.1366
-0.889566
0.401971
1.42515
2.02554
2.29242
2.54041
3.1904
4.59297
6.86165
9.78187
12.835
15.3343
16.6294
16.3078
14.3235
11.01
6.97187
2.89858
-0.635131
-3.31186
-5.11192
-6.24575
-7.01299
-7.64926
-8.22317
-8.62353
-8.6386
-8.09077
-6.96681
-5.48413
-4.05881
-3.17974
-3.23249
-4.33877
-6.275
-8.50675
-10.3336
-11.0982
-10.3882
-8.16214
-4.75528
-0.765748
3.13692
6.41205
8.78684
10.2889
11.1676
11.7424
12.2399
12.6873
12.9015
12.5785
11.4435
9.40124
6.62229
3.52752
0.671876
-1.43204
-2.48556
-2.50618
-1.82098
-0.952521
-0.438197
-0.649343
-1.67567
-3.31579
-5.17412
-6.82422
-7.9738
-8.56717
-8.78555
-8.94636
-9.3424
-10.086
-11.0227
-11.7522
-11.755
-10.5794
-8.02219
-4.23384
0.292393
4.84729
8.70585
11.3317
12.5158
12.4042
11.4101
10.0484
8.7556
7.76233
7.06107
6.4737
5.78401
4.87554
3.81425
2.83932
2.26366
2.32378
3.04139
4.15739
5.1727
5.48968
4.60858
2.30949
-1.24689
-5.53946
-9.82464
-13.3467
-15.5492
-16.2164
-15.4992
-13.8221
-11.7107
-9.60581
-7.73299
-6.07107
-4.42538
-2.56931
-0.392674
2.00613
4.32365
6.15124
7.13271
7.11696
6.24323
4.92143
3.70987
3.13232
3.50047
4.80709
6.72942
8.74177
10.2956
11.0006
10.7409
9.68479
8.1892
6.63727
5.2757
4.11597
2.93893
1.40176
-0.794178
-3.74109
-7.23324
-10.7862
-13.7647
-15.5763
-15.8625
-14.6178
-12.1945
-9.19162
-6.2672
-3.94223
-2.46373
-1.77192
-1.57627
-1.50441
-1.26228
-0.742255
-0.0388809
0.629397
1.05603
1.17921
1.15215
1.31579
2.07833
3.74466
6.36121
9.63982
12.9966
15.7
17.0823
16.7416
14.6652
11.2327
7.09506
2.97708
-0.531386
-3.12146
-4.80362
-5.8327
-6.55579
-7.24665
-7.99179
-8.67082
-9.03458
-8.84505
-8.01629
-6.69523
-5.24472
-4.13064
-3.75358
-4.28897
-5.59899
-7.25342
-8.65653
-9.23678
-8.63199
-6.80356
-4.03908
-0.844176
2.23507
4.79227
6.67695
8.0055
9.0664
10.1599
11.4373
12.8057
13.9364
14.3783
13.7332
11.8262
8.80581
5.13214
1.45413
-1.58294
-3.53131
-4.26781
-4.01052
-3.22195
-2.43731
-2.08236
-2.34718
-3.15845
-4.25407
-5.32404
-6.15689
-6.73028
-7.20832
-7.84669
-8.84505
-10.2092
-11.684
-12.7915
-12.9691
-11.7615
-8.99808
-4.88891
-1.01653e-13
4.88891
8.99808
11.7615
12.9691
12.7915
11.684
10.2092
8.84505
7.84669
7.20832
6.73028
6.15689
5.32404
4.25407
3.15845
2.34718
2.08236
2.43731
3.22195
4.01052
4.26781
3.53131
1.58294
-1.45413
-5.13214
-8.80581
-11.8262
-13.7332
-14.3783
-13.9364
-12.8057
-11.4373
-10.1599
-9.0664
-8.0055
-6.67695
-4.79227
-2.23507
0.844176
4.03908
6.80356
8.63199
9.23678
8.65653
7.25342
5.59899
4.28897
3.75358
4.13064
5.24472
6.69523
8.01629
8.84505
9.03458
8.67082
7.99179
7.24665
6.55579
5.8327
4.80362
3.12146
0.531386
-2.97708
-7.09506
-11.2327
-14.6652
-16.7416
-17.0823
-15.7
-12.9966
-9.63982
-6.36121
-3.74466
-2.07833
-1.31579
-1.15215
-1.17921
-1.05603
-0.629397
0.0388809
0.742255
1.26228
1.50441
1.57627
1.77192
2.46373
3.94223
6.2672
9.19162
12.1945
14.6178
15.8625
15.5763
13.7647
10.7862
7.23324
3.74109
0.794178
-1.40176
-2.93893
-4.11597
-5.2757
-6.63727
-8.1892
-9.68479
-10.7409
-11.0006
-10.2956
-8.74177
-6.72942
-4.80709
-3.50047
-3.13232
-3.70987
-4.92143
-6.24323
-7.11696
-7.13271
-6.15124
-4.32365
-2.00613
0.392674
2.56931
4.42538
6.07107
7.73299
9.60581
11.7107
13.8221
15.4992
16.2164
15.5492
13.3467
9.82464
5.53946
1.24689
-2.30949
-4.60858
-5.48968
-5.1727
-4.15739
-3.04139
-2.32378
-2.26366
-2.83932
-3.81425
-4.87554
-5.78401
-6.4737
-7.06107
-7.76233
-8.7556
-10.0484
-11.4101
-12.4042
-12.5158
-11.3317
-8.70585
-4.84729
-0.292393
4.23384
8.02219
10.5794
11.755
11.7522
11.0227
10.086
9.3424
8.94636
8.78555
8.56717
7.9738
6.82422
5.17412
3.31579
1.67567
0.649343
0.438197
0.952521
1.82098
2.50618
2.48556
1.43204
-0.671876
-3.52752
-6.62229
-9.40124
-11.4435
-12.5785
-12.9015
-12.6873
-12.2399
-11.7424
-11.1676
-10.2889
-8.78684
-6.41205
-3.13692
0.765748
4.75528
8.16214
10.3882
11.0982
10.3336
8.50675
6.275
4.33877
3.23249
3.17974
4.05881
5.48413
6.96681
8.09077
8.6386
8.62353
8.22317
7.64926
7.01299
6.24575
5.11192
3.31186
0.635131
-2.89858
-6.97187
-11.01
-14.3235
-16.3078
-16.6294
-15.3343
-12.835
-9.78187
-6.86165
-4.59297
-3.1904
-2.54041
-2.29242
-2.02554
-1.42515
-0.401971
0.889566
2.1366
3.01944
3.36635
3.24754
2.96865
2.96346
3.62562
5.14369
7.40388
10
12.3499
13.8774
14.1945
13.2169
11.1735
8.50816
5.71346
3.1609
0.992092
-0.889566
-2.72672
-4.75519
-7.05427
-9.46329
-11.6017
-12.9899
-13.2272
-12.1595
-9.97189
-7.16505
-4.41949
-2.39171
-1.51237
-1.85679
-3.13214
-4.78384
-6.18123
-6.81547
-6.44055
-5.11192
-3.11706
-0.832652
1.43055
3.53253
5.5186
7.54174
9.72936
12.0543
14.2696
15.9412
16.574
15.7886
13.4814
9.90534
5.63538
1.4221
-2.01836
-4.20784
-5.03345
-4.75528
-3.89444
-3.04342
-2.66776
-2.96887
-3.85328
-5.01273
-6.07774
-6.7812
-7.06647
-7.09849
-7.17531
-7.57766
-8.41889
-9.55805
-10.6146
-11.0838
-10.5118
-8.6659
-5.63487
-1.82098
2.17617
5.74214
8.43047
10.08
10.8264
11.0062
10.9959
11.0473
11.1866
11.2145
10.8074
9.67873
7.73412
5.15768
2.38995
0.000742922
-1.49958
-1.84185
-1.10515
0.292393
1.7186
2.52551
2.25191
0.76014
-1.73792
-4.7702
-7.77172
-10.2655
-11.9914
-12.9389
-13.2801
-13.2371
-12.9446
-12.3661
-11.3028
-9.49205
-6.75603
-3.13895
1.0287
5.1727
8.61837
10.7889
11.3893
10.5088
8.60267
6.3557
4.47346
3.47197
3.53737
4.50078
5.93164
7.31045
8.21432
8.44735
8.07107
7.33032
6.5105
5.78767
5.13482
4.32365
3.02255
0.952373
-1.96285
-5.51248
-9.22071
-12.4705
-14.6878
-15.5207
-14.9467
-13.2706
-11.012
-8.72554
-6.81952
-5.43948
-4.45735
-3.5665
-2.44254
-0.904638
0.987285
2.93893
4.53045
5.38616
5.33872
4.52246
3.35595
2.41569
2.24383
3.15863
5.136
7.80549
10.5621
12.7539
13.8779
13.7166
12.3702
10.1794
7.5754
4.91806
2.38643
-0.0388809
-2.49929
-5.12431
-7.9006
-10.6036
-12.8264
-14.102
-14.0755
-12.6599
-10.1139
-7.00345
-4.05375
-1.93878
-1.07857
-1.5151
-2.90948
-4.66064
-6.10273
-6.71173
-6.25015
-4.80362
-2.70401
-0.375447
1.83316
3.76392
5.47132
7.14576
8.97509
11.0048
13.0585
14.7553
15.6231
15.2676
13.5312
10.5814
6.88872
3.09917
-0.15697
-2.45165
-3.67487
-4.03908
-3.97287
-3.94527
-4.28754
-5.07876
-6.13664
-7.11394
-7.66026
-7.5838
-6.94809
-6.06365
-5.37544
-5.28788
-5.99389
-7.37453
-9.00999
-10.3016
-10.6628
-9.71165
-7.3965
-4.01052
-0.0932599
3.74303
6.99745
9.40853
10.9837
11.9263
12.4961
12.8642
13.0235
12.7917
11.9071
10.1761
7.61093
4.49635
1.35061
-1.21343
-2.68171
-2.81774
-1.76022
4.50942e-13
1.76022
2.81774
2.68171
1.21343
-1.35061
-4.49635
-7.61093
-10.1761
-11.9071
-12.7917
-13.0235
-12.8642
-12.4961
-11.9263
-10.9837
-9.40853
-6.99745
-3.74303
0.0932599
4.01052
7.3965
9.71165
10.6628
10.3016
9.00999
7.37453
5.99389
5.28788
5.37544
6.06365
6.94809
7.5838
7.66026
7.11394
6.13664
5.07876
